num_threads,avg_time_seconds,speedup,efficiency
1,0.15811989991925657,1.0,1.0
1,0.10943267999682575,1.4449056709919108,1.4449056709919108
2,0.06020140002947301,2.6265153275811737,1.3132576637905868
4,0.04988910006359219,3.169427785181647,0.7923569462954118
8,0.040383119997568426,3.9154948881804423,0.4894368610225553
